source,target,weight
350722,434884,1
350710,350681,1
350710,350721,1
350710,350724,1
350710,434882,1
350710,434884,1
378082,378665,2
378082,426744,1
378082,84005,1
378082,378663,1
378082,437859,3
378082,438006,3
378082,378656,1
378082,438002,3
378082,378649,2
378082,84010,1
378082,378652,1
378082,438001,1
378082,378658,1
378082,350662,1
378082,317891,1
378082,378183,1
378082,330499,3
378082,364800,1
378082,364801,1
378082,378647,1
378082,378648,2
378082,378651,1
378082,378655,2
378082,378657,1
378082,378664,2
378082,378667,1
378082,393794,1
378082,378275,1
378082,421819,1
378082,393839,1
378082,394797,2
378082,393846,2
378082,437683,1
378082,393847,1
378082,437689,2
378082,426742,1
378082,437693,3
378082,437687,2
378082,437792,2
378082,438004,1
378082,378117,1
306226,378665,1
306226,378035,1
306226,369619,3
306226,350634,1
306226,378056,1
306226,381432,1
306226,306366,2
306226,350672,1
306226,378061,1
306226,350733,1
306226,350678,1
306226,306331,1
306226,350677,1
306226,419844,1
378665,350778,1
378665,426744,2
378665,84005,2
378665,84008,1
378665,378663,3
378665,350603,3
378665,437859,4
378665,438006,3
378665,84004,1
378665,378656,2
378665,350691,2
378665,84639,1
378665,438002,1
378665,378649,2
378665,419630,1
378665,84010,2
378665,378652,2
378665,434764,1
378665,350729,1
378665,350823,1
378665,438001,1
378665,381432,1
378665,378658,2
378665,350662,2
378665,378071,1
378665,306366,1
378665,350672,1
378665,330499,1
378665,378647,1
378665,378648,2
378665,378651,1
378665,378655,2
378665,378657,1
378665,378664,2
378665,378667,1
378665,393794,1
378665,378275,1
378665,421819,1
378665,393839,1
378665,394797,1
378665,393846,1
378665,437683,1
378665,393847,1
378665,437689,1
378665,426742,1
378665,437693,1
378665,437687,1
350774,330404,1
395101,308662,1
378035,378056,1
378035,378144,1
378035,306366,1
378035,378040,3
373542,373547,1
369619,350634,1
369619,328032,1
369619,378056,2
369619,381432,1
369619,306366,4
369619,350672,2
369619,378061,2
369619,350733,2
369619,350678,2
369619,306331,2
369619,350677,2
369619,419844,1
350778,350772,3
350778,378663,1
350778,350603,1
350778,437859,1
350778,438006,1
350778,350729,1
350778,350823,1
350778,381432,1
350778,378658,1
350778,350662,1
350778,378071,1
350778,306366,1
350778,350672,1
426744,84005,1
426744,378663,1
426744,350603,1
426744,437859,3
426744,438006,4
426744,350691,1
426744,84639,1
426744,438002,1
426744,378649,1
426744,419630,1
426744,84010,2
426744,378652,1
426744,434764,1
426744,438001,1
426744,350662,1
426744,317891,1
426744,378183,1
426744,378648,1
426744,378655,1
426744,378664,1
426744,393794,1
426744,378275,1
426744,421819,1
426744,393839,1
426744,394797,1
426744,393846,1
426744,437683,1
426744,393847,1
426744,437689,1
426744,426742,1
426744,437693,1
426744,437687,1
426744,84607,1
84606,437859,2
84606,84639,3
84606,350693,2
84606,84608,3
84606,84630,3
84606,84634,2
84606,350823,2
84606,84601,2
84606,84605,2
84606,84604,1
84606,350582,1
84606,350663,1
84606,378270,1
84005,84008,1
84005,378663,1
84005,350603,1
84005,437859,2
84005,438006,2
84005,84004,2
84005,378656,3
84005,350691,2
84005,438002,1
84005,378649,1
84005,84010,1
84005,378652,1
84005,434764,1
84005,438001,1
84005,350662,1
84005,378648,1
84005,378655,1
84005,378664,1
84005,393794,1
84005,378275,1
84005,421819,2
84005,393839,1
84005,394797,4
84005,393846,1
84005,437683,1
84005,393847,1
84005,437689,1
84005,426742,1
84005,437693,1
84005,437687,1
84005,394803,1
84005,421712,1
84005,394805,1
84008,378663,1
84008,350603,1
84008,84004,1
84008,378656,1
84008,350691,1
378663,350603,2
378663,437859,1
378663,438006,4
378663,84004,1
378663,378656,2
378663,350691,1
378663,378649,1
378663,378652,1
378663,350681,1
378663,350729,1
378663,350823,1
378663,378200,1
378663,381432,1
378663,378658,2
378663,350662,1
378663,378071,1
378663,306366,1
378663,350672,1
378663,330499,1
378663,84631,1
378663,378647,1
378663,378648,1
378663,378651,1
378663,378655,1
378663,378657,1
378663,378664,1
378663,378667,1
378663,378149,1
378663,434887,2
378663,350590,1
350603,437859,3
350603,438006,1
350603,84004,1
350603,378656,1
350603,350691,3
350603,84639,1
350603,378649,1
350603,419630,3
350603,84010,2
350603,378652,1
350603,434764,1
350603,419629,2
350603,84011,1
350603,350681,1
350603,350729,1
350603,350823,1
350603,381432,1
350603,378658,1
350603,350662,1
350603,378071,1
350603,306366,1
350603,350672,1
350603,419632,1
437859,438006,5
437859,84004,1
437859,378656,1
437859,350691,3
437859,84639,1
437859,438002,1
437859,378649,2
437859,419630,2
437859,84010,3
437859,378652,2
437859,434764,2
437859,419629,1
437859,84011,1
437859,350681,1
437859,350729,1
437859,350823,1
437859,378200,1
437859,438001,2
437859,350582,1
437859,381432,1
437859,378658,1
437859,350662,3
437859,378071,1
437859,306366,1
437859,350672,1
437859,317891,1
437859,378183,2
437859,330499,1
437859,350663,1
437859,364800,1
437859,364801,1
437859,378648,1
437859,378655,1
437859,378664,1
437859,393794,1
437859,378275,1
437859,421819,1
437859,393839,1
437859,394797,2
437859,393846,2
437859,437683,1
437859,393847,1
437859,437689,2
437859,426742,2
437859,437693,1
437859,437687,2
437859,378270,1
437859,378122,1
437859,420681,1
437859,437792,1
438006,84004,1
438006,378656,1
438006,350691,1
438006,438002,2
438006,378649,1
438006,84010,1
438006,378652,1
438006,434764,1
438006,350681,2
438006,350729,1
438006,350823,1
438006,378200,2
438006,438001,1
438006,381432,1
438006,378658,1
438006,350662,2
438006,378071,1
438006,306366,1
438006,350672,1
438006,317891,1
438006,330499,1
438006,84631,2
438006,378648,1
438006,378655,1
438006,378664,1
438006,393794,1
438006,378275,1
438006,421819,1
438006,393839,1
438006,394797,1
438006,393846,1
438006,437683,1
438006,393847,1
438006,437689,1
438006,426742,1
438006,437693,2
438006,437687,3
438006,378149,2
438006,434887,2
438006,350590,1
438006,437792,1
84004,378656,2
84004,350691,2
84004,378652,1
84004,434764,1
378656,350691,2
378656,378649,1
378656,378652,2
378656,434764,1
378656,378658,1
378656,330499,1
378656,378647,1
378656,378648,1
378656,378651,1
378656,378655,1
378656,378657,1
378656,378664,1
378656,378667,1
378656,421819,1
378656,394797,1
378656,394803,1
378656,421712,1
378656,394805,1
350691,84639,1
350691,378649,1
350691,419630,2
350691,84010,2
350691,378652,2
350691,434764,2
350691,419629,1
350691,84011,1
350691,350681,1
84639,419630,1
84639,84010,1
84639,378652,1
84639,434764,1
84639,350693,2
84639,84608,3
84639,84630,3
84639,84634,3
84639,350823,2
84639,350690,1
84639,84601,2
84639,84605,2
84639,84604,1
84639,350582,1
438002,378649,2
438002,84010,1
438002,438001,1
438002,350662,1
438002,317891,1
438002,330499,1
438002,378648,1
438002,378655,1
438002,378664,1
438002,393794,1
438002,378275,1
438002,421819,1
438002,393839,1
438002,394797,1
438002,393846,1
438002,437683,1
438002,393847,1
438002,437689,1
438002,426742,1
438002,437693,2
438002,437687,2
438002,437792,1
378649,419630,1
378649,84010,2
378649,378652,1
378649,419629,1
378649,84011,1
378649,350681,1
378649,438001,1
378649,378658,1
378649,350662,1
378649,330499,1
378649,378647,1
378649,378648,2
378649,378651,1
378649,378655,2
378649,378657,1
378649,378664,2
378649,378667,1
378649,393794,1
378649,378275,1
378649,421819,1
378649,393839,1
378649,394797,1
378649,393846,1
378649,437683,1
378649,393847,1
378649,437689,1
378649,426742,1
378649,437693,1
378649,437687,1
419630,84010,2
419630,378652,1
419630,434764,1
419630,419629,2
419630,84011,1
419630,350681,1
419630,419632,1
84010,378652,1
84010,434764,1
84010,419629,2
84010,84011,1
84010,350681,1
84010,438001,1
84010,350662,1
84010,378648,1
84010,378655,1
84010,378664,1
84010,393794,1
84010,378275,1
84010,421819,1
84010,393839,1
84010,394797,1
84010,393846,1
84010,437683,1
84010,393847,1
84010,437689,1
84010,426742,1
84010,437693,1
84010,437687,1
378652,434764,2
378652,378658,1
378652,330499,1
378652,84631,1
378652,378647,1
378652,378648,1
378652,378651,1
378652,378655,1
378652,378657,1
378652,378664,1
378652,378667,1
419629,84011,1
419629,350681,1
419629,419632,1
84011,350681,1
350681,378200,2
350681,350721,1
350681,350724,1
350681,84631,2
350681,434882,1
350681,434884,1
350681,437687,1
350681,378149,2
350681,434887,1
350681,350590,1
350729,84608,1
350729,350823,2
350729,350690,1
350729,395103,1
350729,381432,1
350729,378658,1
350729,350662,1
350729,378071,1
350729,306366,1
350729,350672,1
350693,84608,2
350693,84630,2
350693,84634,2
350693,350823,1
350693,84601,1
350693,84605,2
84608,84630,3
84608,84634,2
84608,350823,3
84608,350690,1
84608,395103,1
84608,84601,2
84608,84605,2
84608,84604,1
84630,84634,2
84630,350823,2
84630,84601,2
84630,84605,2
84630,84604,1
84634,350823,1
84634,350690,1
84634,84601,1
84634,84605,2
350823,350690,1
350823,395103,1
350823,84601,2
350823,84605,1
350823,84604,1
350823,381432,1
350823,378658,1
350823,350662,1
350823,378071,1
350823,306366,1
350823,350672,1
350690,395103,1
395103,395041,1
395103,395123,1
395103,395122,1
395103,395118,1
395103,395114,1
395103,395111,1
395103,395110,1
395103,395100,1
84601,84605,1
84601,84604,1
350634,378056,2
350634,306366,1
350634,350672,2
350634,378061,1
350634,350733,1
350634,350678,1
350634,306331,1
350634,350677,1
328032,378056,1
378056,306366,2
378056,350672,1
378056,378061,1
378056,350733,1
378056,350678,1
378056,306331,1
378056,350677,1
378205,378267,1
378205,350704,1
378200,438001,1
378200,84631,2
378200,437687,1
378200,378149,2
378200,434887,1
378200,350590,1
438001,350662,1
438001,378648,1
438001,378655,1
438001,378664,1
438001,393794,1
438001,378275,1
438001,421819,1
438001,393839,1
438001,394797,1
438001,393846,1
438001,437683,1
438001,393847,1
438001,437689,1
438001,426742,1
438001,437693,1
438001,437687,1
350582,350663,1
350582,84631,1
381432,378658,1
381432,350662,1
381432,378071,1
381432,306366,2
381432,350672,1
381432,419844,1
378658,350662,1
378658,378071,1
378658,306366,1
378658,350672,1
378658,330499,1
378658,378647,1
378658,378648,1
378658,378651,1
378658,378655,1
378658,378657,1
378658,378664,1
378658,378667,1
350662,378071,1
350662,306366,1
350662,350672,1
350662,330499,1
350662,364800,1
350662,364801,1
350662,378648,1
350662,378655,1
350662,378664,1
350662,393794,1
350662,378275,2
350662,421819,1
350662,393839,1
350662,394797,1
350662,393846,1
350662,437683,1
350662,393847,1
350662,437689,2
350662,426742,2
350662,437693,1
350662,437687,2
350662,378122,1
350662,420681,2
350662,437792,1
378071,306366,1
378071,350672,1
306366,350672,4
306366,378061,2
306366,350733,2
306366,350678,2
306366,306331,2
306366,350677,2
306366,350748,1
306366,350766,1
306366,419844,2
350672,378061,2
350672,350733,2
350672,350678,2
350672,306331,2
350672,350677,2
350672,350766,1
317891,378183,1
317891,330499,1
317891,437693,1
317891,437687,1
317891,437792,1
378183,330501,2
378183,330499,1
378183,364801,3
378183,394797,1
378183,393846,1
378183,438000,1
378183,426740,2
378183,426738,2
378061,350733,2
378061,350678,2
378061,306331,2
378061,350677,2
350733,350678,2
350733,306331,2
350733,350677,2
350678,306331,2
350678,350677,2
306331,350677,2
330501,330499,5
330501,364800,1
330501,364801,3
330501,437683,1
330501,437689,1
330501,437693,2
330501,437687,1
330501,438000,2
330501,84607,1
330501,378122,2
330501,437691,1
330501,426740,3
330501,426738,3
330499,364800,4
330499,364801,5
330499,378647,1
330499,378648,1
330499,378651,1
330499,378655,1
330499,378657,1
330499,378664,1
330499,378667,1
330499,437683,1
330499,437689,3
330499,426742,1
330499,437693,5
330499,437687,3
330499,438000,2
330499,84607,1
330499,378122,3
330499,420681,1
330499,437691,1
330499,437792,4
330499,426740,3
330499,426738,2
330499,438004,1
330499,378117,1
315893,315896,1
350721,350724,1
350721,434882,1
350721,434884,1
350724,434882,1
350724,434884,1
350748,350766,1
364800,364801,4
364800,437689,2
364800,426742,1
364800,437693,3
364800,437687,1
364800,438000,1
364800,378122,2
364800,420681,1
364800,437792,3
364800,426740,2
364800,426738,1
364800,438004,1
364800,378117,1
364801,437683,1
364801,437689,3
364801,426742,1
364801,437693,3
364801,437687,2
364801,438000,2
364801,84607,1
364801,378122,3
364801,420681,1
364801,437691,1
364801,437792,2
364801,426740,2
364801,426738,2
364801,438004,1
364801,378117,1
84631,437687,1
84631,378149,2
84631,434887,1
84631,350590,1
378647,378648,1
378647,378651,1
378647,378655,1
378647,378657,1
378647,378664,1
378647,378667,1
378648,378651,1
378648,378655,2
378648,378657,1
378648,378664,2
378648,378667,1
378648,393794,1
378648,378275,1
378648,421819,1
378648,393839,1
378648,394797,1
378648,393846,1
378648,437683,1
378648,393847,1
378648,437689,1
378648,426742,1
378648,437693,1
378648,437687,1
378648,437686,1
378651,378655,1
378651,378657,1
378651,378664,1
378651,378667,1
378655,378657,1
378655,378664,2
378655,378667,1
378655,393794,1
378655,378275,1
378655,421819,1
378655,393839,1
378655,394797,1
378655,393846,1
378655,437683,1
378655,393847,1
378655,437689,1
378655,426742,1
378655,437693,1
378655,437687,1
378657,378664,1
378657,378667,1
378664,378667,1
378664,393794,1
378664,378275,1
378664,421819,1
378664,393839,1
378664,394797,1
378664,393846,1
378664,437683,1
378664,393847,1
378664,437689,1
378664,426742,1
378664,437693,1
378664,437687,1
434882,434884,1
437753,437752,2
393794,378275,1
393794,421819,1
393794,393839,1
393794,394797,1
393794,393846,1
393794,437683,1
393794,393847,1
393794,437689,1
393794,426742,1
393794,437693,1
393794,437687,1
378275,421819,1
378275,393839,1
378275,394797,1
378275,393846,1
378275,437683,1
378275,393847,1
378275,437689,1
378275,426742,1
378275,437693,1
378275,437687,1
421819,393839,1
421819,394797,2
421819,393846,1
421819,437683,1
421819,393847,1
421819,437689,1
421819,426742,1
421819,437693,1
421819,437687,1
421819,394803,1
421819,421712,1
421819,394805,1
393839,394797,1
393839,393846,1
393839,437683,1
393839,393847,1
393839,437689,1
393839,426742,1
393839,437693,1
393839,437687,1
394797,393846,2
394797,437683,1
394797,393847,1
394797,437689,1
394797,426742,1
394797,437693,1
394797,437687,1
394797,394803,1
394797,421712,1
394797,394805,1
393846,437683,1
393846,393847,1
393846,437689,1
393846,426742,1
393846,437693,1
393846,437687,1
437683,393847,1
437683,437689,2
437683,426742,1
437683,437693,2
437683,437687,2
437683,84607,1
437683,378122,1
437683,437691,1
393847,437689,1
393847,426742,1
393847,437693,1
393847,437687,1
437689,426742,2
437689,437693,3
437689,437687,3
437689,84607,1
437689,378122,2
437689,420681,1
437689,437691,1
437689,437792,2
437689,438004,1
437689,378117,1
426742,437693,1
426742,437687,2
426742,378122,2
426742,420681,1
426742,437792,1
437693,437687,3
437693,438000,1
437693,84607,1
437693,378122,2
437693,437691,1
437693,437792,3
437693,426740,2
437693,426738,1
437693,438004,1
437693,378117,1
437687,378149,1
437687,84607,1
437687,378122,2
437687,420681,1
437687,437691,1
437687,437792,2
394803,421712,2
394803,394805,3
421712,394805,2
421712,421716,1
421712,421714,1
421712,421717,1
395041,395123,1
395041,395122,1
395041,395118,1
395041,395114,1
395041,395111,1
395041,395110,1
395041,395100,1
395123,395122,1
395123,395118,1
395123,395114,1
395123,395111,1
395123,395110,1
395123,395100,1
395122,395118,1
395122,395114,1
395122,395111,1
395122,395110,1
395122,395100,1
395118,395114,1
395118,395111,1
395118,395110,1
395118,395100,1
395114,395111,1
395114,395110,1
395114,395100,1
395111,395110,1
395111,395100,1
395110,395100,1
378149,434887,1
378149,350590,1
434887,350590,1
438000,378270,1
438000,378122,1
438000,426740,2
438000,426738,2
421110,378070,1
421716,421714,1
421716,421717,1
421714,421717,1
84607,378122,1
84607,437691,1
378122,420681,1
378122,437691,1
378122,437792,1
378122,426740,1
378122,426738,1
420681,437792,1
437792,426740,1
437792,438004,1
437792,378117,1
426740,426738,3
438004,378117,1
